PMID,Title,Authors,Abstract,Journal,Year,Country,DOI,PublicationType,MeSH,Keywords,methods&algorithms,organism
34662682,Normalization of SARS-CoV-2 viral load via RT-qPCR provides higher-resolution data for comparison across time and between patients.,"Porter W Tanner, Kelley Erin J, Bowers Jolene R, Engelthaler David M","The 2020 pandemic has transformed the world and elicited thousands of studies to better understand the SARS-CoV-2 virus. Viral load has been a common measure to monitor treatment therapies and associate viral dynamics with patient outcomes; however, methods associated with viral load have varied across studies. These variations have the potential to sacrifice the accuracy of findings as they often do not account for inter-assay variation or variation across samples. In a retrospective study of nasopharyngeal samples, we found a significant amount of variation within the DNA and RNA targets; for example, across time within a single patient, there was an average of a 32-fold change. Further, we explore the impacts of host normalization on 94 clinical samples using the TGen Quantitative SARS-CoV-2 assay, finding that without host normalization samples with the same viral concentration can have up to 100-fold variation in the viral load.",Virus research,2021.0,Netherlands,10.1016/j.virusres.2021.198604,"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't","COVID-19, COVID-19 Nucleic Acid Testing, Humans, RNA, Viral, Real-Time Polymerase Chain Reaction, Retrospective Studies, SARS-CoV-2, Viral Load","COVID-19, normalization, reference gene, viral concentration, viral dynamic","[RT-PCR, host normalization]
Note: RT-PCR (Reverse Transcription Polymerase Chain Reaction) is a commonly used method for detecting and quantifying RNA viruses, including SARS-CoV-2. Host normalization is a method used to account for the presence of host RNA in the sample and adjust the viral load measurement accordingly.","SARS-CoV-2 virus, human cells (nasopharyngeal samples)"
32819081,TATA box binding protein and ribosomal protein 4 are suitable reference genes for normalization during quantitative polymerase chain reaction study in bovine mesenchymal stem cells.,"Jang Si-Jung, Jeon Ryoung-Hoon, Kim Hwan-Deuk, Hwang Jong-Chan, Lee Hyeon-Jeong, Bae Seul-Gi, Lee Sung-Lim, Rho Gyu-Jin, Kim Seung-Joon, Lee Won-Jae","Quantitative polymerase chain reaction (qPCR) has been extensively used in the field of mesenchymal stem cell (MSC) research to elucidate their characteristics and clinical potential by normalization of target genes against reference genes (RGs), which are believed to be stably expressed irrespective of various experimental conditions. However, the expression of RGs is also variable depending on the experimental conditions, which may lead to false or contradictory conclusions upon normalization. Due to the current lack of information for a clear list of stable RGs in bovine MSCs, we conducted this study to identify suitable RGs in bovine MSCs.",Asian-Australasian journal of animal sciences,2020.0,Korea (South),10.5713/ajas.20.0238,Journal Article,,"Bovine, Mesenchymal Stem Cells, Normalization, Quantitative Polymerase Chain Reaction, Reference Gene","qPCR, normalization, reference genes.",Mesenchymal stem cells (bovine)
28551263,Identification of a chicken (Gallus gallus) endogenous reference gene (Actb) and its application in meat adulteration.,"Xiang Wenjin, Shang Ying, Wang Qin, Xu Yuancong, Zhu Pengyu, Huang Kunlun, Xu Wentao","The genes commonly used to determine meat species are mainly mitochondrial, but the copy numbers of such genes are high, meaning they cannot be accurately quantified. In this paper, for the first time, the chromosomal gene Actb was selected as an endogenous reference gene for chicken species. It was assayed in four different chicken varieties and 16 other species using both qualitative and quantitative PCR. No amplification of the Actb gene was found in species other than chicken and no allelic variations were detected in chicken. Southern blot and digital-PCR confirmed the Actb gene was present as a single copy in the chicken genome. The quantitative detection limit was 10pg of DNA, which is equivalent to eight copies. All experiments indicated that the Actb gene is a useful endogenous reference gene for chicken, and provides a convenient and accurate approach for detection of chicken in feed and food.",Food chemistry,2017.0,England,10.1016/j.foodchem.2017.05.038,Journal Article,"Animals, Chickens, DNA, Food Contamination, Meat, Real-Time Polymerase Chain Reaction","Chicken, Chromosomal Actb gene, Digital PCR, Endogenous reference gene, Meat adulteration, Real-time PCR","Southern blot, digital-PCR, qualitative PCR, quantitative PCR, endogenous reference gene (Actb)","Chicken [Gallus gallus], four different chicken varieties.
16 other species, but not specified in the abstract."
28051134,Validation of suitable normalizers for miR expression patterns analysis covering tumour heterogeneity.,"Morata-Tarifa C, Picon-Ruiz M, Griñan-Lison C, Boulaiz H, Perán M, Garcia M A, Marchal J A","Oncogenic microRNAs (miRs) have emerged as diagnostic biomarkers and novel molecular targets for anti-cancer drug therapies. Real-time quantitative PCR (qPCR) is one of the most powerful techniques for analyzing miRs; however, the use of unsuitable normalizers might bias the results. Tumour heterogeneity makes even more difficult the selection of an adequate endogenous normalizer control. Here, we have evaluated five potential referenced small RNAs (U6, rRNA5s, SNORD44, SNORD24 and hsa-miR-24c-3p) using RedFinder algorisms to perform a stability expression analysis in i) normal colon cells, ii) colon and breast cancer cell lines and iii) cancer stem-like cell subpopulations. We identified SNORD44 as a suitable housekeeping gene for qPCR analysis comparing normal and cancer cells. However, this small nucleolar RNA was not a useful normalizer for cancer stem-like cell subpopulations versus subpopulations without stemness properties. In addition, we show for the first time that hsa-miR-24c-3p is the most stable normalizer for comparing these two subpopulations. Also, we have identified by bioinformatic and qPCR analysis, different miR expression patterns in colon cancer versus non tumour cells using the previously selected suitable normalizers. Our results emphasize the importance of select suitable normalizers to ensure the robustness and reliability of qPCR data for analyzing miR expression.",Scientific reports,2017.0,England,10.1038/srep39782,"Journal Article, Research Support, Non-U.S. Gov't","Biomarkers, Tumor, Cell Line, Tumor, Computational Biology, Gene Expression Regulation, Neoplastic, Humans, MicroRNAs, Neoplasms, Real-Time Polymerase Chain Reaction",,"Real-time quantitative PCR (qPCR), U6, rRNA5s, SNORD44, SNORD24, hsa-miR-24c-3p, RedFinder algorithms, bioinformatic analysis.","[U6, rRNA5s, SNORD44, SNORD24, hsa-miR-24c-3p, colon cells, breast cancer cell lines, cancer stem-like cell subpopulations]"
27411053,Validation of Reference Genes for Oral Cancer Detection Panels in a Prospective Blinded Cohort.,Martin Jack L,Reference genes are needed as internal controls to determine relative expression for clinical application of gene expression panels. Candidate constitutively expressed genes must be validated as suitable reference genes in each body fluid and disease entity. Prior studies have predominantly validated oral squamous cell carcinoma associated messenger RNAs (mRNAs) based on quantitative polymerase chain reaction (qPCR) quantification cycle (Cq) values without adjustment for housekeeping genes.,PloS one,2016.0,United States,10.1371/journal.pone.0158462,"Journal Article, Validation Study","Carcinoma, Squamous Cell, Female, Gene Expression Profiling, Genes, Essential, Genetic Predisposition to Disease, Humans, Male, Middle Aged, Mouth Neoplasms, Prospective Studies, RNA, Messenger, Real-Time Polymerase Chain Reaction, Saliva",,"quantitative polymerase chain reaction (qPCR), quantification cycle (Cq), clinical application, gene expression panels, body fluids, disease entity, validation of reference genes, constitutively expressed genes.",[No specific organisms mentioned in the abstract]
26801621,Identification of valid reference genes for microRNA expression studies in a hepatitis B virus replicating liver cell line.,"Jacobsen Kari Stougaard, Nielsen Kirstine Overgaard, Winther Thilde Nordmann, Glebe Dieter, Pociot Flemming, Hogh Birthe","MicroRNAs are regulatory molecules and suggested as non-invasive biomarkers for molecular diagnostics and prognostics. Altered expression levels of specific microRNAs are associated with hepatitis B virus infection and hepatocellular carcinoma. We previously identified differentially expressed microRNAs with liver-specific target genes in plasma from children with chronic hepatitis B. To further understand the biological role of these microRNAs in the pathogenesis of chronic hepatitis B, we have used the human liver cell line HepG2, with and without HBV replication, after transfection of hepatitis B virus expression vectors. RT-qPCR is the preferred method for microRNA studies, and a careful normalisation strategy, verifying the optimal set of reference genes, is decisive for correctly evaluating microRNA expression levels. The aim of this study was to provide valid reference genes for the human HCC-derived cell line HepG2.",BMC research notes,2016.0,England,10.1186/s13104-016-1848-2,Journal Article,"Gene Expression Profiling, Gene Expression Regulation, Neoplastic, Genes, Essential, Hep G2 Cells, Hepatitis B virus, Humans, MicroRNAs, Real-Time Polymerase Chain Reaction, Reference Standards, Software, Virus Replication",,"RT-qPCR, microRNA studies, normalisation strategy, verifying optimal set of reference genes.","Hepatitis B virus (HBV), human liver cell line HepG2."
35013862,Reference gene selection for quantitative RT-PCR in Miscanthus sacchariflorus under abiotic stress conditions.,"Zong Junqin, Chen Jingbo, Li Ling, Li Jianjian, Li Dandan, Wang Jingjing, Liu Jun, Liu Jianxiu","Reference genes are necessary for quantitative real-time PCR (qRT-PCR) analysis and their stability can directly influence the accuracy of gene expression result. Miscanthus sacchariflorus, a perennial C4 grass that serves as promising biofuel plant for temperate climates, has not been explored for the identification of stable reference genes yet.",Molecular biology reports,2022.0,Netherlands,10.1007/s11033-021-06902-z,Journal Article,"Droughts, Gene Expression, Gene Expression Profiling, Gene Expression Regulation, Plant, Genes, Plant, Plant Leaves, Plant Proteins, Plant Roots, Poaceae, Reference Standards, Reverse Transcriptase Polymerase Chain Reaction, Stress, Physiological","Abiotic stress, Bioenergy crop, Miscanthus sacchariflorus, Reference gene, qRT-PCR","qRT-PCR, gene expression result, stability of reference genes.
[No specific methods or algorithms mentioned in the abstract.]",Miscanthus sacchariflorus.
30139945,Optimal reference genes for normalization of qPCR gene expression data from proton and photon irradiated dermal fibroblasts.,"Nielsen Steffen, Bassler Niels, Grzanka Leszek, Swakon Jan, Olko Pawel, Andreassen Christian Nicolaj, Alsner Jan, Sørensen Brita Singers","The transcriptional response of cells exposed to proton radiation is not equivalent to the response induced by traditional photon beams. Changes in cellular signalling is most commonly studied using the method Quantitative polymerase chain reaction (qPCR). Stable reference genes must be used to accurately quantify target transcript expression. The study aim was to identify suitable reference genes for normalisation of gene expression levels in normal dermal fibroblasts irradiated with either proton or photon beams. The online tool RefFinder was used to analyse and identify the most stably expressed genes from a panel of 22 gene candidates. To assess the reliability of the identified reference genes, a selection of the most and least stable reference genes was used to normalise target transcripts of interest. Fold change levels varied considerably depending on the used reference gene. The top ranked genes IPO8, PUM1, MRPL19 and PSMC4 produced highly similar target gene expression, while expression using the worst ranked genes, TFRC and HPRT1, was clearly modified due to reference gene instability.",Scientific reports,2018.0,England,10.1038/s41598-018-30946-0,"Journal Article, Research Support, Non-U.S. Gov't","Cells, Cultured, Fibroblasts, Gene Expression Profiling, Gene Expression Regulation, Neoplastic, Humans, Monte Carlo Method, Photons, Protons, Real-Time Polymerase Chain Reaction",,"[Quantitative polymerase chain reaction (qPCR), RefFinder, online tool]","[IPO8, PUM1, MRPL19, PSMC4, TFRC, HPRT1]
Note: The abstract mentions ""normal dermal fibroblasts"" but it does not specify a particular species or strain. Therefore, it is assumed that the organisms mentioned are from humans."
26872627,Identification of stable reference genes for quantitative PCR in cells derived from chicken lymphoid organs.,"Borowska D, Rothwell L, Bailey R A, Watson K, Kaiser P","Quantitative polymerase chain reaction (qPCR) is a powerful technique for quantification of gene expression, especially genes involved in immune responses. Although qPCR is a very efficient and sensitive tool, variations in the enzymatic efficiency, quality of RNA and the presence of inhibitors can lead to errors. Therefore, qPCR needs to be normalised to obtain reliable results and allow comparison. The most common approach is to use reference genes as internal controls in qPCR analyses. In this study, expression of seven genes, including β-actin (ACTB), β-2-microglobulin (B2M), glyceraldehyde-3-phosphate dehydrogenase (GAPDH), β-glucuronidase (GUSB), TATA box binding protein (TBP), α-tubulin (TUBAT) and 28S ribosomal RNA (r28S), was determined in cells isolated from chicken lymphoid tissues and stimulated with three different mitogens. The stability of the genes was measured using geNorm, NormFinder and BestKeeper software. The results from both geNorm and NormFinder were that the three most stably expressed genes in this panel were TBP, GAPDH and r28S. BestKeeper did not generate clear answers because of the highly heterogeneous sample set. Based on these data we will include TBP in future qPCR normalisation. The study shows the importance of appropriate reference gene normalisation in other tissues before qPCR analysis.",Veterinary immunology and immunopathology,2016.0,Netherlands,10.1016/j.vetimm.2016.01.001,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Chickens, Gene Expression Profiling, Genes, Lymphoid Tissue, Real-Time Polymerase Chain Reaction, Reference Standards","Chicken, Lymphoid tissues, Normalisation, Reference gene, qPCR","[geNorm, NormFinder, BestKeeper]
These methods are used for evaluating the stability of reference genes in qPCR analysis.","Chicken [cells isolated from chicken lymphoid tissues]
Three different mitogens [stimuli]
Seven genes: β-actin (ACTB), β-2-microglobulin (B2M), glyceraldehyde-3-phosphate dehydrogenase (GAPDH), β-glucuronidase (GUSB), TATA box binding protein (TBP), α-tubulin (TUBAT), 28S ribosomal RNA (r28S)"
38998118,"Screening of Reference Genes for Quantitative Real-Time PCR Analysis in Tissues and during Testis Development, and Application to Analyze the Expression of <i>kifc1</i> in <i>Hemibarbus labeo</i> (Teleostei, Cypriniformes, Cyprinidae).","Gao Xinming, Liu Siqi, Lv Yaoping, Dai Qingmin, Zhu Ling, Hu Zehui, Lu Junkai, Zhou Haidong, Jin Jing","The selection of proper reference genes is vital for ensuring precise quantitative real-time PCR (qPCR) assays. This study evaluates the stability of the expression of nine candidate reference genes in different tissues and during testicular development in <i>H. labeo</i>. The results show that <i>eef1a</i> is recommended as a reference gene for qPCR analysis in tissues and during testicular development. Furthermore, we evaluated the optimal number of reference genes needed when calculating gene expression levels using the geomean method, revealing that two reference genes are sufficient. Specifically, <i>eef1a</i> and <i>rps27</i> are recommended for analysis of gene expression in tissues, whereas <i>eef1a</i> and <i>actb</i> are advised for evaluating gene expression during testicular development. In addition, we examined the expression pattern of <i>kifc1</i>, a kinesin involved in the reshaping of spermatids. We detected peak expression levels of <i>kifc1</i> in testes, with its expression initially increasing before decreasing throughout testicular development. The highest expression of <i>kifc1</i> was observed in stage IV testes, the active period of spermiogenesis, suggesting a possible role for <i>kifc</i>1 in the regulation of the reshaping of spermatids and hence testicular development. This study represents the first investigation of reference genes for <i>H. labeo</i>, providing a foundation for studying gene expression patterns and investigating gene expression regulation during testicular development.",Animals : an open access journal from MDPI,2024.0,Switzerland,10.3390/ani14132006,Journal Article,,"Hemibarbus labeo, kifc1, quantitative real-time PCR, reference gene, testis development","[qPCR (quantitative real-time PCR), geomean method, eef1a, rps27, actb, kifc1]","<i>H. labeo, eef1a, rps27, actb, kifc1</i>"
27386825,Identification of a reference gene for the quantification of mRNA and miRNA expression during skin wound healing.,"Etich Julia, Bergmeier Vera, Pitzler Lena, Brachvogel Bent","Wound healing is a coordinated process to restore tissue homeostasis and reestablish the protective barrier of the skin. miRNAs may modulate the expression of target genes to contribute to repair processes, but due to the complexity of the tissue it is challenging to quantify gene expression during the distinct phases of wound repair. Here, we aimed to identify a common reference gene to quantify changes in miRNA and mRNA expression during skin wound healing.",Connective tissue research,2017.0,England,10.1080/03008207.2016.1210606,Journal Article,"Animals, Collagen Type I, Gene Expression Regulation, Interleukin-1beta, Leukocyte Common Antigens, Mice, MicroRNAs, RNA, Messenger, Skin, Wound Healing, Wounds and Injuries","RNU6B, mRNA, miRNA, reference gene, wound healing","- miRNA quantification
- mRNA quantification
- identification of a common reference gene.",No specific organisms are mentioned in this abstract. It is focused on the process of wound healing in skin tissue.
29463577,Evaluation of the quality of RNA extracted from archival FFPE glioblastoma and epilepsy surgical samples for gene expression assays.,"Haynes Harry R, Killick-Cole Clare L, Hares Kelly M, Redondo Juliana, Kemp Kevin C, Moutasim Karwan A, Faulkner Claire, Wilkins Alastair, Kurian Kathreena M",Histopathological tissue samples are being increasingly used as sources of nucleic acids in molecular pathology translational research. This study investigated the suitability of glioblastoma and control central nervous system (CNS) formalin-fixed paraffin embedded (FFPE) tissue-derived RNA for gene expression analyses.,Journal of clinical pathology,2018.0,England,10.1136/jclinpath-2017-204969,Journal Article,"Brain Neoplasms, Case-Control Studies, Epilepsy, Temporal Lobe, Fixatives, Formaldehyde, Gene Expression Profiling, Glioblastoma, Humans, Paraffin Embedding, Predictive Value of Tests, Quality Control, RNA Stability, RNA, Neoplasm, Reproducibility of Results, Time Factors, Tissue Fixation","PCR, brain tumours, molecular pathology",None mentioned in the abstract.,"glioblastoma [tissue samples, cells]
central nervous system [tissue samples]
control [cells or tissue samples, not a specific species]
There is no mention of specific organisms or strains in this abstract."
30699165,Identification of qPCR reference genes suitable for normalizing gene expression in the mdx mouse model of Duchenne muscular dystrophy.,"Hildyard John C W, Finch Amber M, Wells Dominic J","The mdx mouse is the most widely-used animal model of the human disease Duchenne muscular dystrophy, and quantitative PCR analysis of gene expression in the muscles of this animal plays a key role in the study of pathogenesis and disease progression and in evaluation of potential therapeutic interventions. Normalization to appropriate stably-expressed reference genes is essential for accurate quantitative measurement, but determination of such genes is challenging: healthy and dystrophic muscles present very different transcriptional environments, further altering with disease progression and muscle use, raising the possibility that no single gene or combination of genes may be stable under all experimental comparative scenarios. Despite the pedigree of this animal model, this problem remains unaddressed. The aim of this work was therefore to comprehensively assess reference gene suitability in the muscles of healthy and dystrophic mice, identifying reference genes appropriate for specific experimental comparisons, and determining whether an essentially universally-applicable set of genes exists. Using a large sample collection comprising multiple muscles (including the tibialis anterior, diaphragm and heart muscles) taken from healthy and mdx mice at three disease-relevant ages, and a panel of sixteen candidate reference genes (FBXO38, FBXW2, MON2, ZFP91, HTATSF1, GAPDH, ACTB, 18S, CDC40, SDHA, RPL13a, CSNK2A2, AP3D1, PAK1IP1, B2M and HPRT1), we used the geNorm, BestKeeper and Normfinder algorithms to identify genes that were stable under multiple possible comparative scenarios. We reveal that no single gene is stable under all conditions, but a normalization factor derived from multiple genes (RPL13a, CSNK2A2, AP3D1 and the widely-used ACTB) appears suitable for normalizing gene expression in both healthy and dystrophic mouse muscle regardless of muscle type or animal age. We further show that other popular reference genes, including GAPDH, are markedly disease- or muscle-type correlated. This study demonstrates the importance of empirical reference gene identification, and should serve as a valuable resource for investigators wishing to study gene expression in mdx mice.",PloS one,2019.0,United States,10.1371/journal.pone.0211384,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Disease Models, Animal, Genes, Essential, Genes, Regulator, Male, Mice, Mice, Inbred C57BL, Mice, Inbred mdx, Muscle, Skeletal, Muscular Dystrophy, Duchenne, Real-Time Polymerase Chain Reaction, Reference Standards",,"geNorm, BestKeeper, Normfinder, FBXO38, FBXW2, MON2, ZFP91, HTATSF1, GAPDH, ACTB, 18S, CDC40, SDHA, RPL13a, CSNK2A2, AP3D1, PAK1IP1, B2M, HPRT1.
Note: The methods mentioned in the abstract are the algorithms used for reference gene identification (geNorm, BestKeeper, Normfinder). The other genes listed are the candidate reference genes used in the study.","[FBXO38, FBXW2, MON2, ZFP91, HTATSF1, GAPDH, ACTB, 18S, CDC40, SDHA, RPL13a, CSNK2A2, AP3D1, PAK1IP1, B2M, HPRT1, mdx mouse]"
31365098,Polymyxin resistance in Klebsiella pneumoniae: multifaceted mechanisms utilized in the presence and absence of the plasmid-encoded phosphoethanolamine transferase gene mcr-1.,"Nang Sue C, Han Mei-Ling, Yu Heidi H, Wang Jiping, Torres Von Vergel L, Dai Chongshan, Velkov Tony, Harper Marina, Li Jian","Until plasmid-mediated mcr-1 was discovered, it was believed that polymyxin resistance in Gram-negative bacteria was mainly mediated by the chromosomally-encoded EptA and ArnT, which modify lipid A with phosphoethanolamine (pEtN) and 4-amino-4-deoxy-l-arabinose (l-Ara4N), respectively. This study aimed to construct a markerless mcr-1 deletion mutant in Klebsiella pneumoniae, validate a reliable reference gene for reverse transcription quantitative PCR (RT-qPCR) and investigate the interactions among mcr-1, arnT and eptA, in response to polymyxin treatments using pharmacokinetics/pharmacodynamics (PK/PD).",The Journal of antimicrobial chemotherapy,2019.0,England,10.1093/jac/dkz314,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Animals, Anti-Bacterial Agents, Bacterial Proteins, Drug Resistance, Bacterial, Ethanolaminephosphotransferase, Female, Gene Deletion, Humans, Klebsiella Infections, Klebsiella pneumoniae, Mice, Microbial Sensitivity Tests, Mutation, Polymyxin B",,"[RT-qPCR]
Note: The abstract mentions the use of a reference gene for RT-qPCR but does not specify which one.","Klebsiella pneumoniae, Gram-negative bacteria, EptA, ArnT."
26451284,Evaluation of reference genes for gene expression studies in human brown adipose tissue.,"Taube Magdalena, Andersson-Assarsson Johanna C, Lindberg Kristin, Pereira Maria J, Gäbel Markus, Svensson Maria K, Eriksson Jan W, Svensson Per-Arne","Human brown adipose tissue (BAT) has during the last 5 year been subjected to an increasing research interest, due to its putative function as a target for future obesity treatments. The most commonly used method for molecular studies of human BAT is the quantitative polymerase chain reaction (qPCR). This method requires normalization to a reference gene (genes with uniform expression under different experimental conditions, e.g. similar expression levels between human BAT and WAT), but so far no evaluation of reference genes for human BAT has been performed. Two different microarray datasets with samples containing human BAT were used to search for genes with low variability in expression levels. Seven genes (FAM96B, GNB1, GNB2, HUWE1, PSMB2, RING1 and TPT1) identified by microarray analysis, and 8 commonly used reference genes (18S, B2M, GAPDH, LRP10, PPIA, RPLP0, UBC, and YWHAZ) were selected and further analyzed by quantitative PCR in both BAT containing perirenal adipose tissue and subcutaneous adipose tissue. Results were analyzed using 2 different algorithms (Normfinder and geNorm). Most of the commonly used reference genes displayed acceptably low variability (geNorm M-values <0.5) in the samples analyzed, but the novel reference genes identified by microarray displayed an even lower variability (M-values <0.25). Our data suggests that PSMB2, GNB2 and GNB1 are suitable novel reference genes for qPCR analysis of human BAT and we recommend that they are included in future gene expression studies of human BAT.",Adipocyte,2015.0,United States,10.1080/21623945.2015.1039884,Journal Article,,"brown adipose tissue, human, quantitative PCR, reference genes, white adipose tissue","qPCR, Normfinder, geNorm, microarray analysis.","[FAM96B, GNB1, GNB2, HUWE1, PSMB2, RING1, TPT1, 18S, B2M, GAPDH, LRP10, PPIA, RPLP0, UBC, YWHAZ, human BAT]"
30557388,Evaluation of endogenous reference genes in Bactrocera cucurbitae by qPCR under different conditions.,"Zhang Yanan, Gong Zhi, Li Lei, Niu Liming, Fu Yueguan","Bactrocera cucurbitae (melon flies) are prominent invasive pests in southern China. To screen for a stable reference gene in melon flies suitable for comparing tissue samples subjected to different conditions in four categories (temperature, insect stage, days of age and gender), the expression of 12 candidate reference genes under different treatment conditions was analyzed by real-time fluorescent quantitative PCR. The results obtained from a comprehensive analysis with geNorm, NormFinder, BestKeeper and RefFinder software showed that the most stable reference gene was RPL60, and the least stable reference gene was actin-5. We used a heat shock protein gene (HSP-90) to verify the results, and the conclusion was consistent. When the reference gene RPL60 was used as the reference gene, the relative expression of HSP-90 was essentially constant with the prolongation of treatment time. When actin-5 was used, HSP-90 expression changed markedly with treatment time. The results of this study can be used for further research on gene expression inBactrocera cucurbitae.",PloS one,2018.0,United States,10.1371/journal.pone.0202829,"Evaluation Study, Journal Article, Research Support, Non-U.S. Gov't","Actins, Animals, Gene Expression Regulation, Genes, Insect, HSP90 Heat-Shock Proteins, Insect Proteins, Real-Time Polymerase Chain Reaction, Reference Standards, Tephritidae",,"real-time fluorescent quantitative PCR, geNorm, NormFinder, BestKeeper, RefFinder, HSP-90.",Bactrocera cucurbitae (melon flies)
36370299,Identification of s9ap used as an endogenous reference gene in qualitative and real-time quantitative PCR detection of Pleurotus eryngii.,"Wei Yuanmiao, Liu Yao, Li Ling, Xiang Shuna, Zhang Hanyue, Shang Ying","Pleurotus eryngii is a kind of edible fungi with good quality, and it is popular among consumers. At present, some adulterated edible fungi are available in the market. The rights and interests of consumers can be ensured by establishing a practical edible fungi detection system. Among the existing methods for detecting food adulteration, endogenous reference gene amplification is convenient and reliable. However, no ideal endogenous reference gene is available for P. eryngii.",Molecular biology reports,2023.0,Netherlands,10.1007/s11033-022-07562-3,Journal Article,"Pleurotus, Real-Time Polymerase Chain Reaction, Sequence Alignment","Endogenous reference gene, Pleurotus eryngii, Qualitative PCR, Quantitative PCR, s9ap",- Endogenous reference gene amplification.,Pleurotus eryngii (a kind of edible fungi)
30386793,Validation of Housekeeping Genes as Reference for Reverse-Transcription-qPCR Analysis in Busulfan-Injured Microvascular Endothelial Cells.,"Ju Wen, Smith Alhaji Osman, Sun Tiantian, Zhao Pingping, Jiang Yan, Liu Lu, Zhang Ting, Qi Kunming, Qiao Jianlin, Xu Kailin, Zeng Lingyu","Endothelial cells (ECs) could express some important cytokines and signal molecules which play a key role in normal hematopoiesis and repopulation. Busulfan-induced vascular endothelial injury is an important feature after hematopoietic stem cell transplantation (HSCT). But the molecular mechanism of how the injured ECs affect hematopoietic reconstruction is still unknown. It is possibly through modulation of the change of some gene expression. RT-qPCR is one of the most popular methods used to accurately determine gene expression levels, based on stable reference gene (RG) selection from housekeeping genes. So our aim is to select stable RGs for more accurate measures of mRNA levels during Busulfan-induced vascular endothelial injury. In this study, 14 RGs were selected to investigate their expression stability in ECs during 72 hours of EC injury treated with Busulfan. Our results revealed extreme variation in RG stability compared by five statistical algorithms. ywhaz and alas1 were recognized as the two idlest RGs on account of the final ranking, while the two most usually used RGs (gapdh and actb) were not the most stable RGs. Next, these data were verified by testing signalling pathway genes ctnnb1, robo4, and notch1 based on the above four genes ywha, alas1, gapdh, and actb. It shows that the normalization of mRNA expression data using unstable RGs greatly affects gene fold change, which means the reliability of the biological conclusions is questionable. Based on the best RGs used, we also found that robo4 is significantly overexpressed in Busulfan-impaired ECs. In conclusion, our data reaffirms the importance of RGs selection for the valid analysis of gene expression in Busulfan-impaired ECs. And it also provides very useful guidance and basis for more accurate differential expression gene screening and future expanding biomolecule study of different drugs such as cyclophosphamide and fludarabine-injured ECs.",BioMed research international,2018.0,United States,10.1155/2018/4953806,"Journal Article, Validation Study","Busulfan, Endothelial Cells, Genes, Essential, Humans, Microvessels, Real-Time Polymerase Chain Reaction, Reference Standards, Reverse Transcriptase Polymerase Chain Reaction",,"RT-qPCR, stable reference gene (RG) selection, five statistical algorithms (specific algorithms not mentioned), ywhaz, alas1, ctnnb1, robo4, notch1.","Endothelial cells (ECs), Busulfan, hematopoietic stem cell transplantation (HSCT), ctnnb1, robo4, notch1, ywhaz, alas1, gapdh, actb."
26971673,Validation of putative reference genes for gene expression studies in heat stressed and α-MSH treated melanocyte cells of Bos indicus using real-time quantitative PCR.,"Choudhary Renuka, Kumar Sudarshan, Singh Sohan V, Sharma Anil K, Goud Talla Sridhar, Srivastava Amrendra K, Kumar Anil, Mohanty Ashok K, Upadhyay Ramesh C","Normalization of cellular mRNA data using internal reference gene (IRG) is an essential step in expression analysis studies. MIQE guidelines ensure that the choice and appropriateness of IRG should be validated for particular tissues or cell types and specific experimental designs. The objective of the present study was to assess 15 IRGs from different functional classes that could serve as best IRGs for Bos indicus (Tharparkar cattle) melanocyte cells under heat stress and hormonal treatment. We implemented the use of geNorm, NormFinder and BestKeeper algorithm to measure the stability of the gene transcript. A total of 15 IRGs (ACTB, BZM, EEF1, GAPDH, GTP, HMBS, HPRT, RPL22, RPL4, RPS15, RPS18, RPS23, RPS9, UBC and UXT) from different functional classes were evaluated. Pair wise comparisons using geNorm revealed that HPRT and RPS23 were the most stable combination of IRGs with M-value of 0.29 followed by UXT (0.30) and RPL4 (0.31). The NormFinder analysis also identified the same set of stably expressed genes (UXT, RPL4, RPS23 and HPRT); however, the rank order was little different. The UXT gene showed lowest crossing point SD and CV values of 0.30 and 1.17, respectively indicating its maximum expression stability through BestKeeper analysis. The present study indicated that, ACTB and HMB were not reliable IRGs for melanocytes cells on account of their lower expression stability. Current study further revealed that UXT, HPRT and RPS23 are the best IRGs for normalization of qPCR data in Bos indicus melanocyte cells under heat stress and hormonal treatment.",Molecular and cellular probes,2016.0,England,10.1016/j.mcp.2016.03.002,"Journal Article, Validation Study","Animals, Cattle, Cells, Cultured, Gene Expression Regulation, Heat-Shock Response, Melanocytes, Monophenol Monooxygenase, Real-Time Polymerase Chain Reaction, Reference Standards, Software, alpha-MSH","BestKeeper, Bos indicus, Heat stress, Internal reference genes, Melanocyte cells, NormFinder, geNorm","geNorm algorithm, NormFinder algorithm, BestKeeper algorithm, qPCR (quantitative polymerase chain reaction) analysis, gene transcript stability measurement, M-value calculation, crossing point SD and CV (coefficient of variation) calculation.","Bos indicus (Tharparkar cattle), melanocyte cells, ACTB, BZM, EEF1, GAPDH, GTP, HMBS, HPRT, RPL22, RPL4, RPL18, RPL23, RPL9, UBC, UXT."
